,survived,pclass,sex,age,sibsp,parch,fare,embarked
495,0,2.0,male,29.0,0.0,0.0,15.5792,C
496,0,2.0,male,30.0,0.0,0.0,13.0,S
497,0,2.0,male,40.0,0.0,0.0,16.0,S
498,0,2.0,male,32.0,0.0,0.0,13.5,S
499,0,2.0,male,30.0,0.0,0.0,13.0,S
500,0,2.0,male,46.0,0.0,0.0,26.0,S
501,1,2.0,female,13.0,0.0,1.0,19.5,S
502,1,2.0,female,41.0,0.0,1.0,19.5,S
503,1,2.0,male,19.0,0.0,0.0,10.5,S
504,0,2.0,male,39.0,0.0,0.0,13.0,S
505,0,2.0,male,48.0,0.0,0.0,13.0,S
506,0,2.0,male,70.0,0.0,0.0,10.5,S
507,0,2.0,male,27.0,0.0,0.0,13.0,S
508,0,2.0,male,54.0,0.0,0.0,14.0,S
509,0,2.0,male,39.0,0.0,0.0,26.0,S
510,0,2.0,male,16.0,0.0,0.0,10.5,S
511,0,2.0,male,62.0,0.0,0.0,9.6875,Q
512,0,2.0,male,32.5,1.0,0.0,30.0708,C
513,1,2.0,female,14.0,1.0,0.0,30.0708,C
514,1,2.0,male,2.0,1.0,1.0,26.0,S
515,1,2.0,male,3.0,1.0,1.0,26.0,S
516,0,2.0,male,36.5,0.0,2.0,26.0,S
517,0,2.0,male,26.0,0.0,0.0,13.0,S
518,0,2.0,male,19.0,1.0,1.0,36.75,S
519,0,2.0,male,28.0,0.0,0.0,13.5,S
520,1,2.0,male,20.0,0.0,0.0,13.8625,C
521,1,2.0,female,29.0,0.0,0.0,10.5,S
522,0,2.0,male,39.0,0.0,0.0,13.0,S
523,1,2.0,male,22.0,0.0,0.0,10.5,S
524,1,2.0,male,29.0,0.0,0.0,13.8625,C
525,0,2.0,male,23.0,0.0,0.0,10.5,S
526,1,2.0,male,29.0,0.0,0.0,13.8583,C
527,0,2.0,male,28.0,0.0,0.0,10.5,S
528,0,2.0,male,29.0,0.0,0.0,13.0,S
529,1,2.0,female,50.0,0.0,1.0,26.0,S
530,0,2.0,male,19.0,0.0,0.0,10.5,S
531,0,2.0,male,29.0,0.0,0.0,15.05,C
532,0,2.0,male,41.0,0.0,0.0,13.0,S
533,1,2.0,female,21.0,0.0,1.0,21.0,S
534,1,2.0,female,19.0,0.0,0.0,26.0,S
535,0,2.0,male,43.0,0.0,1.0,21.0,S
536,1,2.0,female,32.0,0.0,0.0,13.0,S
537,0,2.0,male,34.0,0.0,0.0,13.0,S
538,1,2.0,male,30.0,0.0,0.0,12.7375,C
539,0,2.0,male,27.0,0.0,0.0,15.0333,C
540,1,2.0,female,2.0,1.0,1.0,26.0,S
541,1,2.0,female,8.0,1.0,1.0,26.0,S
542,1,2.0,female,33.0,0.0,2.0,26.0,S
543,0,2.0,male,36.0,0.0,0.0,10.5,S
544,0,2.0,male,34.0,1.0,0.0,21.0,S
545,1,2.0,female,30.0,3.0,0.0,21.0,S
546,1,2.0,female,28.0,0.0,0.0,13.0,S
547,0,2.0,male,23.0,0.0,0.0,15.0458,C
548,1,2.0,male,0.8333,1.0,1.0,18.75,S
549,1,2.0,male,3.0,1.0,1.0,18.75,S
550,1,2.0,female,24.0,2.0,3.0,18.75,S
551,1,2.0,female,50.0,0.0,0.0,10.5,S
552,0,2.0,male,19.0,0.0,0.0,10.5,S
553,1,2.0,female,21.0,0.0,0.0,10.5,S
554,0,2.0,male,26.0,0.0,0.0,13.0,S
555,0,2.0,male,25.0,0.0,0.0,13.0,S
556,0,2.0,male,27.0,0.0,0.0,26.0,S
557,1,2.0,female,25.0,0.0,1.0,26.0,S
558,1,2.0,female,18.0,0.0,2.0,13.0,S
559,1,2.0,female,20.0,0.0,0.0,36.75,S
560,1,2.0,female,30.0,0.0,0.0,13.0,S
561,0,2.0,male,59.0,0.0,0.0,13.5,S
562,1,2.0,female,30.0,0.0,0.0,12.35,Q
563,0,2.0,male,35.0,0.0,0.0,10.5,S
564,1,2.0,female,40.0,0.0,0.0,13.0,S
565,0,2.0,male,25.0,0.0,0.0,13.0,S
566,0,2.0,male,41.0,0.0,0.0,15.0458,C
567,0,2.0,male,25.0,0.0,0.0,10.5,S
568,0,2.0,male,18.5,0.0,0.0,13.0,S
569,0,2.0,male,14.0,0.0,0.0,65.0,S
570,1,2.0,female,50.0,0.0,0.0,10.5,S
571,0,2.0,male,23.0,0.0,0.0,13.0,S
572,1,2.0,female,28.0,0.0,0.0,12.65,S
573,1,2.0,female,27.0,0.0,0.0,10.5,S
574,0,2.0,male,29.0,1.0,0.0,21.0,S
575,0,2.0,female,27.0,1.0,0.0,21.0,S
576,0,2.0,male,40.0,0.0,0.0,13.0,S
577,1,2.0,female,31.0,0.0,0.0,21.0,S
578,0,2.0,male,30.0,1.0,0.0,21.0,S
579,0,2.0,male,23.0,1.0,0.0,10.5,S
580,1,2.0,female,31.0,0.0,0.0,21.0,S
581,0,2.0,male,29.0,0.0,0.0,13.0,S
582,1,2.0,female,12.0,0.0,0.0,15.75,S
583,1,2.0,female,40.0,0.0,0.0,15.75,S
584,1,2.0,female,32.5,0.0,0.0,13.0,S
585,0,2.0,male,27.0,1.0,0.0,26.0,S
586,1,2.0,female,29.0,1.0,0.0,26.0,S
587,1,2.0,male,2.0,1.0,1.0,23.0,S
588,1,2.0,female,4.0,1.0,1.0,23.0,S
589,1,2.0,female,29.0,0.0,2.0,23.0,S
590,1,2.0,female,0.9167,1.0,2.0,27.75,S
591,1,2.0,female,5.0,1.0,2.0,27.75,S
592,0,2.0,male,36.0,1.0,2.0,27.75,S
593,1,2.0,female,33.0,1.0,2.0,27.75,S
594,0,2.0,male,66.0,0.0,0.0,10.5,S
595,0,2.0,male,29.0,0.0,0.0,12.875,S
596,1,2.0,male,31.0,0.0,0.0,13.0,S
597,1,2.0,male,29.0,0.0,0.0,13.0,S
598,1,2.0,female,26.0,0.0,0.0,13.5,S
599,0,2.0,female,24.0,0.0,0.0,13.0,S
600,0,3.0,male,42.0,0.0,0.0,7.55,S
601,0,3.0,male,13.0,0.0,2.0,20.25,S
602,0,3.0,male,16.0,1.0,1.0,20.25,S
603,1,3.0,female,35.0,1.0,1.0,20.25,S
604,1,3.0,female,16.0,0.0,0.0,7.65,S
605,1,3.0,male,25.0,0.0,0.0,7.65,S
606,1,3.0,male,20.0,0.0,0.0,7.925,S
607,1,3.0,female,18.0,0.0,0.0,7.2292,C
608,0,3.0,male,30.0,0.0,0.0,7.25,S
609,0,3.0,male,26.0,0.0,0.0,8.05,S
610,0,3.0,female,40.0,1.0,0.0,9.475,S
611,1,3.0,male,0.8333,0.0,1.0,9.35,S
612,1,3.0,female,18.0,0.0,1.0,9.35,S
613,1,3.0,male,26.0,0.0,0.0,18.7875,C
614,0,3.0,male,26.0,0.0,0.0,7.8875,S
615,0,3.0,male,20.0,0.0,0.0,7.925,S
616,0,3.0,male,24.0,0.0,0.0,7.05,S
617,0,3.0,male,25.0,0.0,0.0,7.05,S
618,0,3.0,male,35.0,0.0,0.0,8.05,S
619,0,3.0,male,18.0,0.0,0.0,8.3,S
620,0,3.0,male,32.0,0.0,0.0,22.525,S
621,1,3.0,female,19.0,1.0,0.0,7.8542,S
622,0,3.0,male,4.0,4.0,2.0,31.275,S
623,0,3.0,female,6.0,4.0,2.0,31.275,S
624,0,3.0,female,2.0,4.0,2.0,31.275,S
625,1,3.0,female,17.0,4.0,2.0,7.925,S
626,0,3.0,female,38.0,4.0,2.0,7.775,S
627,0,3.0,female,9.0,4.0,2.0,31.275,S
628,0,3.0,female,11.0,4.0,2.0,31.275,S
629,0,3.0,male,39.0,1.0,5.0,31.275,S
630,1,3.0,male,27.0,0.0,0.0,7.7958,S
631,0,3.0,male,26.0,0.0,0.0,7.775,S
632,0,3.0,female,39.0,1.0,5.0,31.275,S
633,0,3.0,male,20.0,0.0,0.0,7.8542,S
634,0,3.0,male,26.0,0.0,0.0,7.8958,S
635,0,3.0,male,25.0,1.0,0.0,17.8,S
636,0,3.0,female,18.0,1.0,0.0,17.8,S
637,0,3.0,male,24.0,0.0,0.0,7.775,S
638,0,3.0,male,35.0,0.0,0.0,7.05,S
639,0,3.0,male,5.0,4.0,2.0,31.3875,S
640,0,3.0,male,9.0,4.0,2.0,31.3875,S
641,1,3.0,male,3.0,4.0,2.0,31.3875,S
642,0,3.0,male,13.0,4.0,2.0,31.3875,S
643,1,3.0,female,5.0,4.0,2.0,31.3875,S
644,0,3.0,male,40.0,1.0,5.0,31.3875,S
645,1,3.0,male,23.0,0.0,0.0,7.7958,S
646,1,3.0,female,38.0,1.0,5.0,31.3875,S
647,1,3.0,female,45.0,0.0,0.0,7.225,C
648,0,3.0,male,21.0,0.0,0.0,7.225,C
649,0,3.0,male,23.0,0.0,0.0,7.05,S
650,0,3.0,female,17.0,0.0,0.0,14.4583,C
651,0,3.0,male,30.0,0.0,0.0,7.225,C
652,0,3.0,male,23.0,0.0,0.0,7.8542,S
653,1,3.0,female,13.0,0.0,0.0,7.2292,C
654,0,3.0,male,20.0,0.0,0.0,7.225,C
655,0,3.0,male,32.0,1.0,0.0,15.85,S
656,1,3.0,female,33.0,3.0,0.0,15.85,S
657,1,3.0,female,0.75,2.0,1.0,19.2583,C
658,1,3.0,female,0.75,2.0,1.0,19.2583,C
659,1,3.0,female,5.0,2.0,1.0,19.2583,C
660,1,3.0,female,24.0,0.0,3.0,19.2583,C
661,1,3.0,female,18.0,0.0,0.0,8.05,S
662,0,3.0,male,40.0,0.0,0.0,7.225,C
663,0,3.0,male,26.0,0.0,0.0,7.8958,S
664,1,3.0,male,20.0,0.0,0.0,7.2292,C
665,0,3.0,female,18.0,0.0,1.0,14.4542,C
666,0,3.0,female,45.0,0.0,1.0,14.4542,C
667,0,3.0,female,27.0,0.0,0.0,7.8792,Q
668,0,3.0,male,22.0,0.0,0.0,8.05,S
669,0,3.0,male,19.0,0.0,0.0,8.05,S
670,0,3.0,male,26.0,0.0,0.0,7.775,S
671,0,3.0,male,22.0,0.0,0.0,9.35,S
672,0,3.0,male,4.0,0.0,0.0,7.2292,C
673,0,3.0,male,20.0,0.0,0.0,4.0125,C
674,1,3.0,male,32.0,0.0,0.0,56.4958,S
675,0,3.0,male,21.0,0.0,0.0,7.775,S
676,0,3.0,male,18.0,0.0,0.0,7.75,S
677,0,3.0,male,26.0,0.0,0.0,7.8958,S
678,0,3.0,male,6.0,1.0,1.0,15.2458,C
679,0,3.0,female,9.0,1.0,1.0,15.2458,C
680,0,3.0,male,29.0,0.0,0.0,7.225,C
681,0,3.0,female,35.5,0.0,2.0,15.2458,C
682,0,3.0,female,22.0,0.0,2.0,7.75,Q
683,0,3.0,male,40.0,1.0,1.0,15.5,Q
684,0,3.0,female,32.0,1.0,1.0,15.5,Q
685,0,3.0,male,21.0,0.0,0.0,16.1,S
686,1,3.0,female,22.0,0.0,0.0,7.725,Q
687,0,3.0,female,20.0,0.0,0.0,7.8542,S
688,0,3.0,male,29.0,1.0,0.0,7.0458,S
689,0,3.0,male,22.0,1.0,0.0,7.25,S
690,0,3.0,male,22.0,0.0,0.0,7.7958,S
691,0,3.0,male,35.0,0.0,0.0,8.05,S
692,0,3.0,female,18.5,0.0,0.0,7.2833,Q
693,1,3.0,male,21.0,0.0,0.0,7.8208,Q
694,0,3.0,male,19.0,0.0,0.0,6.75,Q
695,0,3.0,female,18.0,0.0,0.0,7.8792,Q
696,0,3.0,female,21.0,0.0,0.0,8.6625,S
697,0,3.0,female,30.0,0.0,0.0,8.6625,S
698,0,3.0,male,18.0,0.0,0.0,8.6625,S
699,0,3.0,male,38.0,0.0,0.0,8.6625,S
700,0,3.0,male,17.0,0.0,0.0,8.6625,S
701,0,3.0,male,17.0,0.0,0.0,8.6625,S
702,0,3.0,female,21.0,0.0,0.0,7.75,Q
703,0,3.0,male,21.0,0.0,0.0,7.75,Q
704,0,3.0,male,21.0,0.0,0.0,8.05,S
705,0,3.0,male,29.0,1.0,0.0,14.4583,C
706,0,3.0,female,35.5,1.0,0.0,14.4583,C
707,0,3.0,male,28.0,0.0,0.0,7.7958,S
708,0,3.0,male,24.0,0.0,0.0,7.8542,S
709,1,3.0,female,16.0,0.0,0.0,7.75,Q
710,0,3.0,female,37.0,0.0,0.0,7.75,Q
711,0,3.0,male,28.0,0.0,0.0,7.25,S
712,0,3.0,male,24.0,0.0,0.0,8.05,S
713,0,3.0,male,21.0,0.0,0.0,7.7333,Q
714,1,3.0,male,32.0,0.0,0.0,56.4958,S
715,0,3.0,male,29.0,0.0,0.0,8.05,S
716,0,3.0,male,26.0,1.0,0.0,14.4542,C
717,0,3.0,male,18.0,1.0,0.0,14.4542,C
718,0,3.0,male,20.0,0.0,0.0,7.05,S
719,1,3.0,male,18.0,0.0,0.0,8.05,S
720,0,3.0,male,24.0,0.0,0.0,7.25,Q
721,0,3.0,male,36.0,0.0,0.0,7.4958,S
722,0,3.0,male,24.0,0.0,0.0,7.4958,S
723,0,3.0,male,31.0,0.0,0.0,7.7333,Q
724,0,3.0,male,31.0,0.0,0.0,7.75,Q
725,1,3.0,female,22.0,0.0,0.0,7.75,Q
726,0,3.0,female,30.0,0.0,0.0,7.6292,Q
727,0,3.0,male,70.5,0.0,0.0,7.75,Q
728,0,3.0,male,43.0,0.0,0.0,8.05,S
729,0,3.0,male,35.0,0.0,0.0,7.8958,S
730,0,3.0,male,27.0,0.0,0.0,7.8958,S
731,0,3.0,male,19.0,0.0,0.0,7.8958,S
732,0,3.0,male,30.0,0.0,0.0,8.05,S
733,1,3.0,male,9.0,1.0,1.0,15.9,S
734,1,3.0,male,3.0,1.0,1.0,15.9,S
735,1,3.0,female,36.0,0.0,2.0,15.9,S
736,0,3.0,male,59.0,0.0,0.0,7.25,S
737,0,3.0,male,19.0,0.0,0.0,8.1583,S
738,1,3.0,female,17.0,0.0,1.0,16.1,S
739,0,3.0,male,44.0,0.0,1.0,16.1,S
740,0,3.0,male,17.0,0.0,0.0,8.6625,S
741,0,3.0,male,22.5,0.0,0.0,7.225,C
742,1,3.0,male,45.0,0.0,0.0,8.05,S
743,0,3.0,female,22.0,0.0,0.0,10.5167,S
744,0,3.0,male,19.0,0.0,0.0,10.1708,S
745,1,3.0,female,30.0,0.0,0.0,6.95,Q
746,1,3.0,male,29.0,0.0,0.0,7.75,Q
747,0,3.0,male,0.3333,0.0,2.0,14.4,S
748,0,3.0,male,34.0,1.0,1.0,14.4,S
749,0,3.0,female,28.0,1.0,1.0,14.4,S
750,0,3.0,male,27.0,0.0,0.0,7.8958,S
751,0,3.0,male,25.0,0.0,0.0,7.8958,S
752,0,3.0,male,24.0,2.0,0.0,24.15,S
753,0,3.0,male,22.0,0.0,0.0,8.05,S
754,0,3.0,male,21.0,2.0,0.0,24.15,S
755,0,3.0,male,17.0,2.0,0.0,8.05,S
756,0,3.0,male,29.0,1.0,0.0,16.1,S
757,1,3.0,female,35.5,1.0,0.0,16.1,S
758,1,3.0,male,36.5,1.0,0.0,17.4,S
759,1,3.0,female,36.0,1.0,0.0,17.4,S
760,1,3.0,male,30.0,0.0,0.0,9.5,S
761,0,3.0,male,16.0,0.0,0.0,9.5,S
762,1,3.0,male,1.0,1.0,2.0,20.575,S
763,1,3.0,female,0.1667,1.0,2.0,20.575,S
764,0,3.0,male,26.0,1.0,2.0,20.575,S
765,1,3.0,female,33.0,1.0,2.0,20.575,S
766,0,3.0,male,25.0,0.0,0.0,7.8958,S
767,0,3.0,male,29.0,0.0,0.0,7.8958,S
768,0,3.0,male,29.0,0.0,0.0,7.8958,S
769,0,3.0,male,22.0,0.0,0.0,7.25,S
770,0,3.0,male,36.0,0.0,0.0,7.25,S
771,1,3.0,female,19.0,0.0,0.0,7.8792,Q
772,0,3.0,male,17.0,0.0,0.0,7.8958,S
773,0,3.0,male,42.0,0.0,0.0,8.6625,S
774,0,3.0,male,43.0,0.0,0.0,7.8958,S
775,0,3.0,male,29.0,0.0,0.0,7.2292,C
776,0,3.0,male,32.0,0.0,0.0,7.75,Q
777,1,3.0,male,19.0,0.0,0.0,8.05,S
778,1,3.0,female,30.0,0.0,0.0,12.475,S
779,0,3.0,female,24.0,0.0,0.0,7.75,Q
780,1,3.0,female,23.0,0.0,0.0,8.05,S
781,0,3.0,male,33.0,0.0,0.0,7.8958,C
782,0,3.0,male,65.0,0.0,0.0,7.75,Q
783,1,3.0,male,24.0,0.0,0.0,7.55,S
784,0,3.0,male,23.0,1.0,0.0,13.9,S
785,1,3.0,female,22.0,1.0,0.0,13.9,S
786,0,3.0,male,18.0,0.0,0.0,7.775,S
787,0,3.0,male,16.0,0.0,0.0,7.775,S
788,0,3.0,male,45.0,0.0,0.0,6.975,S
789,0,3.0,male,29.0,0.0,0.0,7.225,C
790,0,3.0,male,39.0,0.0,2.0,7.2292,C
791,0,3.0,male,17.0,1.0,1.0,7.2292,C
792,0,3.0,male,15.0,1.0,1.0,7.2292,C
793,0,3.0,male,47.0,0.0,0.0,7.25,S
794,1,3.0,female,5.0,0.0,0.0,12.475,S
795,0,3.0,male,29.0,0.0,0.0,7.225,C
796,0,3.0,male,40.5,0.0,0.0,15.1,S
797,0,3.0,male,40.5,0.0,0.0,7.75,Q
798,1,3.0,male,29.0,0.0,0.0,7.05,S
799,0,3.0,male,18.0,0.0,0.0,7.7958,S
800,0,3.0,female,22.0,0.0,0.0,7.75,Q
801,0,3.0,male,29.0,0.0,0.0,7.75,Q
802,0,3.0,male,29.0,0.0,0.0,6.95,Q
803,0,3.0,male,26.0,0.0,0.0,7.8792,Q
804,0,3.0,male,29.0,0.0,0.0,7.75,Q
805,1,3.0,male,29.0,0.0,0.0,56.4958,S
806,0,3.0,female,21.0,2.0,2.0,34.375,S
807,0,3.0,female,9.0,2.0,2.0,34.375,S
808,0,3.0,male,29.0,0.0,0.0,8.05,S
809,0,3.0,male,18.0,2.0,2.0,34.375,S
810,0,3.0,male,16.0,1.0,3.0,34.375,S
811,0,3.0,female,48.0,1.0,3.0,34.375,S
812,0,3.0,male,29.0,0.0,0.0,7.75,Q
813,0,3.0,male,29.0,0.0,0.0,7.25,S
814,0,3.0,male,25.0,0.0,0.0,7.7417,Q
815,0,3.0,male,29.0,0.0,0.0,14.5,S
816,0,3.0,male,29.0,0.0,0.0,7.8958,C
817,0,3.0,male,22.0,0.0,0.0,8.05,S
818,1,3.0,female,16.0,0.0,0.0,7.7333,Q
819,1,3.0,female,22.0,0.0,0.0,7.75,Q
820,1,3.0,male,9.0,0.0,2.0,20.525,S
821,0,3.0,male,33.0,1.0,1.0,20.525,S
822,0,3.0,male,41.0,0.0,0.0,7.85,S
823,1,3.0,female,31.0,1.0,1.0,20.525,S
824,0,3.0,male,38.0,0.0,0.0,7.05,S
825,0,3.0,male,9.0,5.0,2.0,46.9,S
826,0,3.0,male,1.0,5.0,2.0,46.9,S
827,0,3.0,male,11.0,5.0,2.0,46.9,S
828,0,3.0,female,10.0,5.0,2.0,46.9,S
829,0,3.0,female,16.0,5.0,2.0,46.9,S
830,0,3.0,male,14.0,5.0,2.0,46.9,S
831,0,3.0,male,40.0,1.0,6.0,46.9,S
832,0,3.0,female,43.0,1.0,6.0,46.9,S
833,0,3.0,male,51.0,0.0,0.0,8.05,S
834,0,3.0,male,32.0,0.0,0.0,8.3625,S
835,0,3.0,male,29.0,0.0,0.0,8.05,S
836,0,3.0,male,20.0,0.0,0.0,9.8458,S
837,0,3.0,male,37.0,2.0,0.0,7.925,S
838,0,3.0,male,28.0,2.0,0.0,7.925,S
839,0,3.0,male,19.0,0.0,0.0,7.775,S
840,0,3.0,female,24.0,0.0,0.0,8.85,S
841,0,3.0,female,17.0,0.0,0.0,7.7333,Q
842,0,3.0,male,29.0,1.0,0.0,19.9667,S
843,0,3.0,male,29.0,1.0,0.0,19.9667,S
844,0,3.0,male,28.0,1.0,0.0,15.85,S
845,1,3.0,female,24.0,1.0,0.0,15.85,S
846,0,3.0,male,20.0,0.0,0.0,9.5,S
847,0,3.0,male,23.5,0.0,0.0,7.2292,C
848,0,3.0,male,41.0,2.0,0.0,14.1083,S
849,0,3.0,male,26.0,1.0,0.0,7.8542,S
850,0,3.0,male,21.0,0.0,0.0,7.8542,S
851,1,3.0,female,45.0,1.0,0.0,14.1083,S
852,0,3.0,female,22.0,0.0,0.0,7.55,S
853,0,3.0,male,25.0,0.0,0.0,7.25,S
854,0,3.0,male,29.0,0.0,0.0,6.8583,Q
855,0,3.0,male,11.0,0.0,0.0,18.7875,C
856,1,3.0,female,22.0,0.0,0.0,7.75,Q
857,1,3.0,male,27.0,0.0,0.0,6.975,S
858,1,3.0,male,29.0,0.0,0.0,56.4958,S
859,0,3.0,female,18.0,0.0,0.0,6.75,Q
860,1,3.0,female,26.0,0.0,0.0,7.925,S
861,0,3.0,female,23.0,0.0,0.0,7.925,S
862,1,3.0,female,22.0,0.0,0.0,8.9625,S
863,0,3.0,male,28.0,0.0,0.0,7.8958,S
864,0,3.0,female,28.0,0.0,0.0,7.775,S
865,0,3.0,female,22.0,0.0,0.0,7.75,Q
866,1,3.0,female,2.0,0.0,1.0,12.2875,S
867,1,3.0,female,22.0,1.0,1.0,12.2875,S
868,0,3.0,male,43.0,0.0,0.0,6.45,S
869,0,3.0,male,28.0,0.0,0.0,22.525,S
870,1,3.0,female,27.0,0.0,0.0,7.925,S
871,0,3.0,male,29.0,0.0,0.0,7.75,Q
872,1,3.0,female,22.0,0.0,0.0,8.05,S
873,0,3.0,male,42.0,0.0,0.0,7.65,S
874,1,3.0,male,29.0,0.0,0.0,7.8875,S
875,0,3.0,male,30.0,0.0,0.0,7.2292,C
876,0,3.0,male,29.0,0.0,0.0,7.8958,S
877,0,3.0,female,27.0,1.0,0.0,7.925,S
878,0,3.0,female,25.0,1.0,0.0,7.925,S
879,0,3.0,male,29.0,0.0,0.0,7.8958,S
880,1,3.0,male,29.0,0.0,0.0,7.8958,C
881,1,3.0,male,21.0,0.0,0.0,7.7958,S
882,0,3.0,male,29.0,0.0,0.0,7.05,S
883,0,3.0,male,20.0,0.0,0.0,7.8542,S
884,0,3.0,male,48.0,0.0,0.0,7.8542,S
885,0,3.0,male,17.0,1.0,0.0,7.0542,S
886,1,3.0,female,22.0,0.0,0.0,7.75,Q
887,1,3.0,male,29.0,0.0,0.0,8.1125,S
888,0,3.0,male,34.0,0.0,0.0,6.4958,S
889,1,3.0,male,26.0,0.0,0.0,7.775,S
890,0,3.0,male,22.0,0.0,0.0,7.7958,S
891,0,3.0,male,33.0,0.0,0.0,8.6542,S
892,0,3.0,male,31.0,0.0,0.0,7.775,S
893,0,3.0,male,29.0,0.0,0.0,7.8542,S
894,1,3.0,male,4.0,1.0,1.0,11.1333,S
895,1,3.0,female,1.0,1.0,1.0,11.1333,S
896,0,3.0,male,49.0,0.0,0.0,7.8958,S
897,0,3.0,male,33.0,0.0,0.0,7.775,S
898,0,3.0,male,19.0,0.0,0.0,7.8958,S
899,1,3.0,female,27.0,0.0,2.0,11.1333,S
900,0,3.0,male,4.0,1.0,2.0,23.45,S
901,0,3.0,female,22.0,1.0,2.0,23.45,S
902,0,3.0,male,29.0,1.0,2.0,23.45,S
903,0,3.0,female,35.5,1.0,2.0,23.45,S
904,0,3.0,male,23.0,0.0,0.0,7.8958,S
905,1,3.0,male,32.0,0.0,0.0,7.8542,S
906,0,3.0,male,27.0,0.0,0.0,7.8542,S
907,0,3.0,female,20.0,1.0,0.0,9.825,S
908,0,3.0,female,21.0,1.0,0.0,9.825,S
909,1,3.0,male,32.0,0.0,0.0,7.925,S
910,0,3.0,male,17.0,0.0,0.0,7.125,S
911,0,3.0,male,21.0,0.0,0.0,8.4333,S
912,0,3.0,male,30.0,0.0,0.0,7.8958,S
913,1,3.0,male,21.0,0.0,0.0,7.7958,S
914,0,3.0,male,33.0,0.0,0.0,7.8542,S
915,0,3.0,male,22.0,0.0,0.0,7.5208,S
916,1,3.0,female,4.0,0.0,1.0,13.4167,C
917,1,3.0,male,39.0,0.0,1.0,13.4167,C
918,0,3.0,male,29.0,0.0,0.0,7.2292,C
919,0,3.0,male,18.5,0.0,0.0,7.2292,C
920,0,3.0,male,29.0,0.0,0.0,7.75,Q
921,0,3.0,male,29.0,0.0,0.0,7.25,S
922,1,3.0,female,22.0,0.0,0.0,7.75,Q
923,1,3.0,female,22.0,0.0,0.0,7.75,Q
924,0,3.0,male,34.5,0.0,0.0,7.8292,Q
925,0,3.0,male,44.0,0.0,0.0,8.05,S
926,1,3.0,male,29.0,0.0,0.0,7.75,Q
927,0,3.0,male,29.0,1.0,0.0,14.4542,C
928,0,3.0,female,35.5,1.0,0.0,14.4542,C
929,0,3.0,male,29.0,1.0,0.0,7.75,Q
930,0,3.0,male,29.0,1.0,0.0,7.75,Q
931,0,3.0,male,29.0,0.0,0.0,7.7375,Q
932,0,3.0,female,22.0,2.0,0.0,8.6625,S
933,0,3.0,male,26.0,2.0,0.0,8.6625,S
934,1,3.0,female,4.0,0.0,2.0,22.025,S
935,1,3.0,male,29.0,3.0,1.0,22.025,S
936,1,3.0,female,26.0,1.0,1.0,22.025,S
937,0,3.0,female,1.0,1.0,1.0,12.1833,S
938,0,3.0,male,18.0,1.0,1.0,7.8542,S
939,0,3.0,female,36.0,0.0,2.0,12.1833,S
940,0,3.0,male,29.0,0.0,0.0,7.8958,C
941,1,3.0,male,25.0,0.0,0.0,7.2292,C
942,0,3.0,male,29.0,0.0,0.0,7.225,C
943,0,3.0,female,37.0,0.0,0.0,9.5875,S
944,0,3.0,male,29.0,0.0,0.0,7.8958,S
945,1,3.0,male,29.0,0.0,0.0,56.4958,S
946,0,3.0,male,29.0,0.0,0.0,56.4958,S
947,1,3.0,female,22.0,0.0,0.0,7.25,S
948,0,3.0,male,29.0,0.0,0.0,7.75,Q
949,1,3.0,male,26.0,0.0,0.0,56.4958,S
950,0,3.0,male,29.0,0.0,0.0,9.4833,S
951,0,3.0,male,29.0,0.0,0.0,7.775,S
952,0,3.0,male,22.0,0.0,0.0,7.775,S
953,1,3.0,male,22.0,0.0,0.0,7.225,C
954,0,3.0,male,4.0,3.0,1.0,25.4667,S
955,0,3.0,female,22.0,3.0,1.0,25.4667,S
956,0,3.0,female,22.0,3.0,1.0,25.4667,S
957,0,3.0,female,22.0,3.0,1.0,25.4667,S
958,0,3.0,female,35.5,0.0,4.0,25.4667,S
959,0,3.0,male,32.0,0.0,0.0,7.925,S
960,0,3.0,male,34.5,0.0,0.0,6.4375,C
961,0,3.0,female,22.0,1.0,0.0,15.5,Q
962,0,3.0,male,29.0,1.0,0.0,15.5,Q
963,0,3.0,male,36.0,0.0,0.0,7.8958,S
964,0,3.0,male,39.0,0.0,0.0,24.15,S
965,0,3.0,male,24.0,0.0,0.0,9.5,S
966,0,3.0,female,25.0,0.0,0.0,7.775,S
967,0,3.0,female,45.0,0.0,0.0,7.75,S
968,0,3.0,male,36.0,1.0,0.0,15.55,S
969,0,3.0,female,30.0,1.0,0.0,15.55,S
970,1,3.0,male,20.0,1.0,0.0,7.925,S
971,0,3.0,male,29.0,0.0,0.0,7.8792,Q
972,0,3.0,male,28.0,0.0,0.0,56.4958,S
973,0,3.0,male,29.0,0.0,0.0,7.55,S
974,0,3.0,male,30.0,1.0,0.0,16.1,S
975,0,3.0,female,26.0,1.0,0.0,16.1,S
976,0,3.0,male,29.0,0.0,0.0,7.8792,S
977,0,3.0,male,20.5,0.0,0.0,7.25,S
978,1,3.0,male,27.0,0.0,0.0,8.6625,S
979,0,3.0,male,51.0,0.0,0.0,7.0542,S
980,1,3.0,female,23.0,0.0,0.0,7.8542,S
981,1,3.0,male,32.0,0.0,0.0,7.5792,S
982,0,3.0,male,29.0,0.0,0.0,7.8958,S
983,0,3.0,male,29.0,0.0,0.0,7.55,S
984,1,3.0,female,22.0,0.0,0.0,7.75,Q
