"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Germany","DEU","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","2761.16683289339","3192.13361563743","3809.98144489456","5046.75510305815","5639.07762129679","6236.3588812986","6634.85689909309","7682.95377492882","9482.04284964716","11281.0233245081","12138.3081034267","10209.0731153846","9913.73764159395","9864.3449403866","9313.16941243118","9429.56921688214","13461.8310034147","16677.51078816","17931.2823228876","17764.376445833","22303.9613266628","23357.757725073","26438.2303888417","25522.6295733618","27076.60675014","31658.3493789135","30485.8665482279","26964.0494672673","27289.0593603191","26725.9152182573","23635.9292203977","23607.8828553922","25077.7290759602","30243.5765296979","34044.0536341248","34507.3688142332","36323.4477421822","41587.2128984264","45427.151677489","41485.9016495139","41531.9341978689","46644.776027968","43858.3630551076","46285.7640688407","47959.9932737599","41086.7296737253","42107.5172703074","44542.2952040833","47950.1808142041","46794.8992915603","46208.4294717472",
"Djibouti","DJI","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","801.18213935827","","761.459441743974","748.203735457322","725.75411604547","766.147442945421","762.012577430702","777.267384555919","753.509224240846","790.034803981071","789.555526527302","767.506277077056","760.640776083859","755.759472273751","765.858323245752","768.183570343678","780.903961316367","791.384180673324","818.868785719334","863.236087368575","904.736679476444","967.679583807819","1052.71911700699","1223.85236343692","1267.31739354562","1343.27512498519","1451.54808090617","1559.24065068226","2312.7209484209","2464.29490507649","2658.94924528237","2802.16620395446","2914.35819688602","3141.86171059002","3414.9161775746","3425.48417585803",
"Dominica","DMA","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","624.606121855145","769.119757075331","733.961564686351","966.630199067067","1090.20090701744","1193.51006061252","1324.64947480642","1478.17174580533","1632.24736654914","1863.50606662694","2113.92715186721","2402.77178107726","2617.81684571934","2860.32247919158","3122.65318162131","3317.82467126781","3466.99886929772","3721.27236746346","3860.8005375462","4120.5811848531","4292.113679863","4593.86334455796","4751.09210143867","4787.80144106777","4883.00302426696","4770.85189427687","4897.30836653892","5216.87243383011","5160.88914077013","5518.42319991872","5951.86341333777","6468.94476681711","6903.14580614942","6967.36495514661","7065.46037237599","6849.45593336945","7016.380071478","7317.48614321654","7597.28889409255","8080.96862341186","7274.517730717","7687.46296348005","8516.28003895161","7003.85902147233",
"Denmark","DNK","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","2487.13618090884","2700.74628964677","2776.13539044344","3151.13316134695","3464.45515573196","3845.50608879175","4654.29893603922","6119.37022218668","6770.75002682893","7999.11266676484","8787.58972193297","9783.85202151322","11826.0186130503","13751.998948016","13883.8871432732","12081.8010496077","11804.4328880134","11857.8921357231","11562.9190778487","12253.1002141785","17201.0888129674","21340.7278625524","22527.0467265631","21901.054745944","26891.4464489571","27011.3774590051","29569.6603567112","27597.9752286357","29995.5796235479","35351.3654606819","35650.7140860994","32835.9399398833","33368.142415092","33440.7948054204","30743.5476816354","30751.654348268","33228.6935448819","40458.7773986609","46511.5983324305","48799.8256011275","52026.9995142723","58487.0549677696","64322.0635020842","58163.2768762815","58041.3984363385","61753.647131977","58507.5080517852","61191.1937042028","62548.9847332908","53254.8563700916","54663.9983719195","57610.0981801135","61591.9288698958","59775.7350964515","61063.3164304238",
"Dominican Republic","DOM","GDP per capita (current US$)","NY.GDP.PCAP.CD","204.114871432466","192.027612511237","234.051629386729","258.595781875754","272.974800132974","229.023500116562","245.987545364814","250.976207222721","254.05179775019","281.377604629365","330.13150590192","360.152852631028","417.91926087549","480.053066255021","583.484421302995","699.60300367451","748.99062070027","848.28541713207","854.647161995207","969.498048327154","1164.95222460509","1273.82644066312","1362.51066907788","1487.27582832405","1831.08645937307","780.385865786157","928.032248763549","865.831754484669","783.035401270523","955.517374760504","991.614841149791","1351.29850024099","1566.52962344191","1733.39953649834","1905.94349639051","2127.74808893306","2293.75438147613","2476.06040304923","2638.31327013425","2653.22512384672","2869.17813861021","2977.43451003068","3110.32544702737","2418.35042158878","2487.32906105687","3932.78440650852","4109.03359145391","4707.79505245725","5087.98321278434","5039.40312212985","5555.39201393816","5913.42664885493","6110.36657603383","6238.13236658362","6608.82550130065","6921.52059432776","7280.88361041225","7609.35327534023","8050.64407623416","8282.11713050921","7268.1969096591",
"Algeria","DZA","GDP per capita (current US$)","NY.GDP.PCAP.CD","246.303751319472","214.771980100889","172.242508957181","226.895450128271","238.0437103942","249.883585607009","235.598130082129","253.923765521058","281.925786291132","302.752263673622","336.224692876265","341.38891847622","442.677623465283","554.292908961925","818.008228875953","936.790082176098","1037.60715989893","1192.74422683489","1456.41939597215","1782.69931975524","2203.05546106977","2237.08677628627","2210.30203566957","2312.65561948251","2467.34608187899","2582.87901344273","2756.95498118893","2807.50360321103","2417.37618892252","2215.96387318357","2408.82298523208","1731.62136973126","1776.0282780527","1807.29745090643","1507.88666269017","1452.27843429531","1603.9403022019","1619.79774865029","1596.00392574042","1588.34890767221","1765.02714611601","1740.60665427662","1781.82890798394","2103.38129106939","2610.18542243488","3113.09488313746","3478.71000237566","3950.5129931247","4923.63161541179","3883.27090043586","4480.78631766464","5455.67940349747","5592.22011465753","5499.58733105334","5493.05669453687","4177.8895415169","3946.45244712537","4109.69821695727","4142.01855842917","3989.66827645236","3306.85820838104",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita (current US$)","NY.GDP.PCAP.CD","91.7644588229905","80.8213083188688","72.9262216327392","77.0531622027284","86.8933128708228","98.5907460851744","104.924077250096","99.2989152257909","97.9078079928158","106.937158856687","115.471861275079","120.784248081327","133.199750406772","163.542528348013","181.394992261179","199.961483080931","199.78447733458","226.956319170225","217.037935405732","247.60028201706","281.318764478495","295.487746551408","304.765244446032","313.826302685547","334.635096708111","360.156060352058","353.959895605208","345.061116761601","376.825668062957","402.52565211683","427.62608320574","459.469972095466","511.051912445074","559.68979670557","669.917096496609","821.813954562048","938.279377021705","978.310101463571","922.195681041173","1041.51486132892","1155.20013917522","1251.822719722","1471.60368079563","1806.67999169011","2183.25204014053","2616.02168678522","3247.2633545833","4285.9033289386","5596.35872198997","6171.11725147992","7325.12107747746","8815.70069894349","5392.93734594048","5870.79135814991","6277.73349339095","6488.66696825982","6575.514120343","7131.63134907767","7924.23430084574","8145.3454372488","8254.67087102428",
"Early-demographic dividend","EAR","GDP per capita (current US$)","NY.GDP.PCAP.CD","160.254324050645","157.399088400161","158.351453593766","164.04086596522","183.593038044133","194.100756576649","187.101391144687","191.800438172234","202.674765754719","220.708104439576","227.685125634085","240.443242964851","256.437479413429","319.684158760276","437.055238950911","458.701383995089","489.547522710645","534.31223354214","579.367248626737","687.704195223465","834.480661438597","908.67407472001","843.022340059832","827.136105830982","801.266221838885","804.417855820493","792.04923322329","778.906289019133","799.426966497412","798.132007928256","916.905712559173","951.013076072837","1027.16663058341","1118.22441954343","1159.56317491818","1176.18654812424","1264.31994180823","1338.01191080673","1320.39477846138","1402.49024177727","1514.79007351974","1509.96344648752","1537.72561205003","1799.59913061957","2133.35662683093","2519.18867815267","2958.86393373741","3666.14757413054","4389.66778726392","4473.96175523859","5273.51864232047","5928.38726976447","3390.21816297688","3375.24669912308","3443.01872158389","3229.29901147662","3257.3919152248","3473.4628607271","3452.37858465588","3503.43973285427","3201.65253167346",
"East Asia & Pacific","EAS","GDP per capita (current US$)","NY.GDP.PCAP.CD","149.107808216588","149.340788403049","150.353182757916","163.775227224399","183.636601205032","199.600519141265","217.339289810475","229.788779172221","247.019449670683","277.182671666273","318.255301064589","343.834823520602","416.157606482808","535.98413797283","604.945907459061","650.140923705859","702.761779243467","824.514511349489","1024.31937521184","1095.96286472914","1167.49317046313","1267.58755710076","1222.53432784273","1280.02325077655","1350.4441302801","1403.56418440505","1804.84078839533","2085.47826185218","2469.11727748731","2533.89467972173","2610.25950354144","2907.09047235438","3138.26014296687","3471.16982641019","3890.10805363116","4373.4005089593","4179.09866565026","3971.42868238188","3553.42505848698","3961.39892250061","4266.78805176672","3985.99897459958","4122.16243454529","4645.74650310276","5283.08165483845","5751.406882008","6283.44188426323","7327.1001672114","8760.58960839993","9205.89720371881","10681.8175265839","12420.2962656177","9457.20944610262","9463.4869731702","9686.88350466142","9579.47437135492","9845.91417467033","10442.859498698","11297.6018024587","11478.0331318664","11477.7925922681",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2346.33728600418","2258.62794739807","2385.81305091379","2302.94908703482","2118.67986182354","2093.00222604028","1811.34384823495","1942.34842807688","1960.0897497075","2036.58152621713","1908.5508163639","1603.4990501328","1787.93436173906","1777.25765305891","2037.87565622389","2569.422995266","3399.62597291373","4307.03858434645","5279.33901967704","6826.28002994146","8430.33429041673","6595.33735667261","7836.43351199425","9626.4385551604","10149.0129750981","10717.6603584304","9927.5582774143","7557.49969532734","7189.2864598437","8026.77331662083","8213.36006618727","8343.55043110518","7668.52434410423",
"Europe & Central Asia","ECS","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","1032.93757079974","1102.24096955825","1142.97380457861","1253.53213400255","1376.05688626256","1540.15233963717","1830.31357967633","2306.37363088311","2586.34169845734","2999.35106545795","3095.58504485348","3484.33558462998","4224.18489014295","5133.03154310323","5774.47758113326","5105.53728436864","4890.76143030291","4717.77956527081","4507.88119108049","4637.4150615066","6291.42451331493","7726.93990350131","8548.89220796802","8612.36109622632","10485.0587529535","10783.5323450908","11542.680766969","10568.1132857724","11024.7817894583","12707.8484539783","12950.0377223325","12259.9461201595","12562.2689620612","12405.3017558161","11664.9302692053","11778.8108666217","12848.2293673502","15606.4574351023","18138.4615851147","19256.3040321273","20785.3319010138","24199.2403248522","26470.6563683064","23190.1295432266","23666.4674204221","26171.6578776234","25133.2798220084","26143.5003332566","26368.3615158397","22619.6988407468","22446.1687503424","23670.0797144695","25290.3314474501","24907.3960416069","23960.9864837828",
"Ecuador","ECU","GDP per capita (current US$)","NY.GDP.PCAP.CD","455.462388766676","375.221304612462","315.688704017871","368.629583701342","440.560234208392","455.19781834632","449.920206994069","459.278798776653","450.999551509643","527.900353006021","471.630797240067","440.857157381467","495.535918152084","588.337065135571","970.012721968013","1105.42055513384","1264.91164115649","1493.33358291433","1572.40053068466","1821.04718012411","2238.21708351953","2660.61280130221","2369.95065693297","1988.78732313123","1912.43127079044","1891.56247890302","1648.01456016559","1464.49293591517","1337.88989520842","1390.21311402663","1489.52994603816","1622.20808790909","1688.50475223376","1727.75500331884","2026.11307662218","2132.90678274384","2155.51815039143","2356.36985737498","2293.88973536506","1578.93429773989","1445.27932442901","1894.61619585804","2172.1018772447","2425.85184175715","2691.27768473838","3002.13860439139","3328.88415626323","3567.83718649963","4249.01896979445","4231.61923466057","4633.59128443099","5200.55510783504","5682.04610814497","6056.33121253813","6377.09392877257","6124.49088707134","6060.09296156791","6213.50312736888","6295.93466163992","6222.52465327248","5600.38961495341",
"Egypt, Arab Rep.","EGY","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","162.608472309905","168.963240415533","174.862609761112","180.410853702955","193.586049324478","233.013709543676","243.806822262497","257.588650807345","273.698607044358","244.747214941155","301.749428940909","337.774368889261","357.077947806179","358.847797016894","426.346523905474","500.355045249222","498.559115853626","607.281522777046","662.687288361304","708.195747618183","792.824041999649","815.248694949335","778.116887234728","655.067805530831","725.629802542776","765.642005459646","651.077547640745","713.452548255451","777.857735101984","849.452499105263","965.110869392024","1063.33304436484","1208.71991964238","1281.39691350876","1343.551962788","1450.47624243298","1378.20338333845","1191.10323854218","1102.46819936156","1062.15809193398","1186.39331322717","1397.43669004643","1667.3179980551","2044.52780415176","2331.26884011057","2645.96875877924","2791.81076592794","3229.6856303038","3262.65758647104","3379.55798627058","3562.93265798423","3519.8732398108","2444.29038718448","2537.12518504712","3019.09228346646","3569.20684121108",
"Euro area","EMU","GDP per capita (current US$)","NY.GDP.PCAP.CD","923.187341208548","1005.02227285536","1106.28613941102","1229.91039582711","1355.64582322702","1468.53626462288","1589.04233257536","1714.40285262691","1828.29517811043","2027.20817140196","2236.44689683638","2520.91231618907","3024.89888982196","3902.03754474221","4400.04465042454","5075.63025942435","5273.29663965514","5974.28948761466","7286.24341243687","8790.13672848323","9802.56541152058","8486.67608340113","8194.29909668927","7978.05226687467","7639.729049756","7833.79791134944","10966.9311395223","13527.1151850755","14827.4759453258","15081.0905519873","18893.0080303763","19552.1674547168","21471.7749859457","19567.2481210509","20595.1353090327","23695.3064473877","23913.5961473163","21810.2097660108","22381.0479846134","22212.6441755164","20165.9009325001","20433.1417306356","22109.0757969559","27135.1444593244","30950.4667553206","31937.7054596868","33768.5894544427","38668.5885436661","42184.6121400891","38429.89084473","37569.5793468438","40604.8174093228","37598.0096470193","39109.3084410981","39859.6820671892","34374.4936066099","35139.8235851443","37062.1403612769","40038.1871666259","39189.4378399183","37968.2581452987",
"Eritrea","ERI","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211.332003442771","208.999479930191","239.668086745938","262.230534786118","315.750682432318","312.724395014259","337.886592347593","307.909909177229","308.134186808579","316.823953429739","293.955672417246","334.585571541238","407.769076960812","388.595947483174","415.036030549833","439.8321033782","450.632398910533","595.109987185412","501.355316997143","642.508258796603","","","","","","","","","",
"Spain","ESP","GDP per capita (current US$)","NY.GDP.PCAP.CD","396.392253337614","450.053289246968","520.206131380005","609.487384056513","675.241639141208","774.761609330096","889.659872011529","968.306781765983","950.545740593734","1077.67869994591","1212.28932639401","1362.16552414021","1708.80862877366","2247.55337693219","2749.92466346596","3209.83744506281","3279.31267061507","3627.59066324096","4356.43922031196","5770.21461386463","6208.5780190814","5371.16643640984","5159.70864500142","4478.50028561471","4489.98893854814","4699.65576367274","6513.50328578924","8239.6138016479","9703.1238381095","10681.9712029257","13804.8767869937","14811.9028194881","16112.1889152156","13339.908563675","13415.2870010456","15471.962716535","16109.0843985284","14730.7971752046","15394.3514628249","15715.3322713275","14713.0657111519","15355.7031663439","17025.5319828692","21463.4426577449","24861.2827964413","26419.2968638221","28365.3134896346","32549.9709785513","35366.2596011983","32042.4740786617","30502.7197080776","31636.4463142558","28324.4293363918","29059.5479522321","29461.5503337389","25732.0183647454","26505.3432155204","28100.5862419453","30349.7520984361","29555.3156985079","27063.1939180299",
"Estonia","EST","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3134.38975345407","3380.92630243199","3682.95230146695","4093.39247738765","4140.93660232167","4070.60902410208","4505.85833233188","5341.62894677002","7203.52303786646","8914.10355674451","10412.6443137966","12639.4000677296","16744.5844516343","18204.9664786762","14711.7352728223","14663.0446126465","17464.9200795794","17404.2008024604","19050.5859209","20234.1174174704","17395.040616214","18282.9233927131","20387.2831474612","23052.3012559586","23397.1200148694","23027.0269956294",
"Ethiopia","ETH","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","203.557000323439","208.342391325731","224.627400221574","205.62379289169","233.218696082903","234.682176355784","242.961545904477","243.735857696929","248.022745682516","254.243262202821","271.394373532612","204.050181513175","165.693228041524","125.549581258108","134.34296024645","145.16690126181","141.508619901766","125.076141078992","119.684076349153","124.460790874921","120.765783730897","111.927225125","119.49039595567","136.466250038215","162.43272862793","194.687432935553","244.286052292978","326.436822761984","380.569003212934","341.554122699663","354.4795719088","467.07787183328","499.531530164228","566.92640288853","640.541923075422","717.124869806118","768.523015429372","771.524866349431","855.760885186903","936.340461064749",
"European Union","EUU","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","1879.07857716523","2113.3625655075","2533.09815093225","3257.78880666732","3666.504173326","4245.05325555471","4419.90355713151","4982.04147653453","6042.21354268309","7272.07177946374","8098.49847066423","7032.03699191676","6759.32429527802","6558.82827509266","6304.66946816825","6468.95980749641","9020.12803457588","11124.7421425573","12173.4732868573","12393.2278482998","15454.962986443","15972.3227870217","17510.4552660666","15933.2068851326","16835.6533395381","19464.9476497288","19750.7145228207","18089.0600955336","18616.2166812861","18477.3389670944","16910.404450808","17185.9603045442","18682.6494980978","22923.652910304","26266.1653756511","27335.7677628281","29072.6129290024","33554.4542307955","36920.8484996169","33369.3898475041","32943.0633147561","35716.1600317353","33160.5162594445","34569.6474537391","35245.8597320909","30474.4975505606","31168.4360442414","33023.7909043105","35737.3012495528","35084.4207979969","34149.2920489814",
"Fragile and conflict affected situations","FCS","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","160.30952002583","174.384354899237","206.451813150442","204.429217620558","226.123074870548","269.70392988814","390.232621272611","426.888248243373","488.516497368908","524.150978134732","562.371882363001","691.270564108451","835.885403034434","1135.60161165415","1064.56169343461","885.961703413121","781.908409593466","794.244377158681","759.523142649744","775.193003231047","756.408973158961","700.910621470282","1048.13642487419","644.406805373759","650.170578390457","636.379728833716","658.508022298941","794.300247196355","851.815216184087","983.335848051483","1080.31730615897","1290.64470194721","1502.84033139049","1597.30412226032","1920.01892480667","2518.42515684644","3234.03719392623","4057.35585472875","5147.70486575727","6885.67436893398","9113.70101018465","9763.07934604531","11200.3689352698","12470.701913647","2320.12949457654","2280.27963673905","2413.11352328902","1876.86510034179","1654.86115610847","1655.82598157378","1768.70929457141","1826.62898910704","1619.66092154856",
"Finland","FIN","GDP per capita (current US$)","NY.GDP.PCAP.CD","1179.35301099994","1327.427224366","1411.70239818044","1522.3192420995","1707.50393824701","1882.08685764849","2010.21345619725","2034.18904965478","1907.07727217667","2178.03525044982","2465.64481862422","2716.19009222861","3177.64570093734","4173.17304749428","5297.60781739462","6255.54464076423","6739.69071253255","7069.10573825616","7628.81571424906","9332.24526383769","11223.937563528","10926.817966566","10938.122061411","10497.479996566","10833.8662886935","11398.1059531509","14951.0467852887","18571.0599253579","22047.7933222595","23973.2394840041","28364.6450765922","25484.7392935746","22319.059460246","17608.8123902264","20301.333085866","26271.5998141691","25783.4504878611","24691.8728133698","26009.2694886182","26177.3479836441","24285.4668205162","24946.1891891404","26869.6749036293","32855.1326287803","37702.8453762641","39040.2888825052","41188.0936997302","48414.8450929722","53554.0389224673","47293.9928335042","46459.9732548543","51081.9976703127","47710.7902169415","49878.0432444536","50260.2998588958","42784.6983616432","43784.2839622098","46297.4963459994","49964.4999098426","48678.3141318652","48773.2811691347",
"Fiji","FJI","GDP per capita (current US$)","NY.GDP.PCAP.CD","285.474286146904","287.267055901963","291.473333502059","296.708316522231","310.812276585613","317.020325095875","316.129810339344","333.268205133243","334.612576030587","357.424383575632","422.387543772131","466.025348313778","583.318766139608","768.688514255934","987.923750046292","1186.67607914446","1182.09413442832","1202.63135510282","1360.78540071535","1640.55691144981","1892.87682180284","1898.01086362177","1786.85716655523","1638.38394085292","1681.70508371975","1603.21935409912","1795.37045820322","1631.958103313","1535.39919537492","1632.18784550202","1835.12305833583","1881.76179446326","2058.37960285946","2167.09545362845","2384.72645565724","2540.98087890806","2713.82776100346","2636.67216005055","2066.06885437086","2401.68642195355","2069.31745471458","2030.24635131517","2248.71419119053","2818.91392042135","3311.15989532504","3627.63285585254","3715.93265705693","4040.15211916504","4167.69493510221","3362.82049454372","3652.53593320954","4371.44738457557","4591.57701506207","4840.72726987242","5605.60914844185","5390.71420703085","5651.27272132772","6101.02388950081","6317.41372015123","6175.89065331713","5057.63191261761",
"France","FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","1334.68951190446","1428.04600063164","1578.28453778015","1744.64012289392","1909.54162026244","2038.16310215841","2186.4745917492","2343.10450260677","2536.08511406552","2752.09511423516","2857.25168156016","3169.03632305625","3854.55583517781","4969.76297758856","5328.24154765623","6690.57827024394","6866.81689245868","7532.52696003268","9264.77529285999","11179.6329016234","12713.3651661352","11104.9813384681","10496.9285544307","9993.42118219846","9419.69614346785","9763.32740402965","13540.2463694725","16302.4473755662","17679.996689009","17694.3093242315","21793.8355375183","21675.0649888267","23813.7122463577","22380.1077483221","23496.5201538685","26890.2176223614","26871.8312674776","24228.9463914211","24974.2738587988","24673.2030476111","22364.0293943406","22433.5549829528","24177.3355586498","29568.3887998673","33741.2619183406","34760.1850154731","36443.6263055433","41508.4326882318","45334.117956922","41575.4219609625","40638.3352541414","43790.7260166781","40874.7003927338","42592.9353850549","43011.2631028417","36638.184929157","37037.3741861219","38685.2584944953","41572.4850099629","40578.6442850534","39030.3603713482",
"Faroe Islands","FRO","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24035.289644611","24129.4128945849","22651.8619846698","24418.7032800532","26731.6585680004","31493.3191469308","35467.1754699443","36198.5437743045","41521.6750574783","47885.6988786829","50863.9537894054","47441.9159808872","48541.4011938484","52092.6033791385","49459.7172338372","54843.3192852206","59433.8345726758","52400.2972763835","56854.102653706","59993.0906266559","62918.1461936121","64225.2649049837","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","1320.84831948406","","","1276.50618856935","1296.8828138023","1355.67055140024","1437.34983308881","1528.49310516697","1682.54386053716","1756.65279229874","1909.51001434057","1909.83683863058","2060.49472264844","2017.65933284708","1904.8638831783","2022.74457978301","2042.70708645343","2171.88957683534","2248.49211533078","2265.94410756164","2295.86817833156","2253.1137454982","2358.1466999576","2406.11441152466","2458.65839413263","2541.26162493119","2721.97609035554","2885.30549185744","3009.25682468487","3131.38671463839","2994.79239440343","2971.51260191356","2906.61701228808","3014.70035839042","3289.64211697365","3568.291015625","3585.39244888455","3565.293294268",
"Gabon","GAB","GDP per capita (current US$)","NY.GDP.PCAP.CD","282.417179474671","331.435801780181","357.523761698303","298.470446191799","410.904083462192","424.620442943686","452.662826592225","490.103275636065","520.480421191048","550.72795882757","549.453817692395","635.501147268439","703.784271379178","1160.32181187666","2432.83617988535","3331.99431787372","4550.07419270187","4154.21946780711","3452.61555661113","4275.25736378107","5892.09928456065","5186.37714356455","4736.03389365688","4325.29785030481","4423.52050973431","4038.068544182","4004.03527499383","3755.47081739257","4267.80509393167","4532.15113926707","6268.91800765744","5536.9983725291","5578.03855532363","4252.06534768253","3963.87929654385","4570.57130354061","5116.19662519022","4667.19312084114","3831.78066770816","3888.87946722118","4135.99238007722","3993.03133624881","4141.43436559775","4933.46216999793","5739.61320363785","6891.36192038265","7221.36987650987","8458.3091787108","10254.1719573595","7721.01895290081","8849.32260799167","10809.6849503904","9813.50574650818","9683.58161951252","9663.42411002585","7384.70070393071","6984.41971208387","7230.43491161979","7959.00726736376","7766.99655422948","6881.71519231831",
"United Kingdom","GBR","GDP per capita (current US$)","NY.GDP.PCAP.CD","1397.5948032844","1472.38571407868","1525.77585271032","1613.45688373392","1748.2881176141","1873.56777435421","1986.74715869685","2058.78188198056","1951.75859587532","2100.66786858672","2347.54431773747","2649.80151387223","3030.43251411977","3426.27622050378","3665.8627976419","4299.74561799284","4138.16778761535","4681.43993173038","5976.93816899991","7804.76208051155","10032.062080015","9599.30622221965","9146.07735701852","8691.51881306514","8179.19444064991","8652.21654247593","10611.112210096","13118.586534629","15987.1680775688","16239.2821960944","19095.4669984608","19900.7266505069","20487.1707852878","18389.0195675099","19709.2380983653","23206.5685593776","24438.531169209","26742.9848472166","28269.322509823","28726.8572106345","28223.0675706515","27806.4488245133","30049.8963232066","34487.4675722539","40371.7108259838","42132.0907219815","44654.0969208924","50653.2569148306","47549.3486286006","38952.2110262455","39688.6149684498","42284.8844902996","42686.8000524926","43713.8141242308","47787.2412984884","45404.5677734722","41499.5557033073","40857.7555829627","43646.9519711493","43070.4983595888","41124.5347686731",
"Georgia","GEO","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1614.64822649407","","","547.334893087623","519.857581188288","578.344609852583","689.05944138472","807.032285752352","851.52595816837","673.54343867503","749.908534993961","801.990413888373","853.516453713318","1010.0079801313","1305.04748557208","1642.76093756395","1996.05712927664","2635.35388202963","3324.73587905411","2822.66743023352","3233.29594347421","4021.74330617286","4421.81824228013","4623.74572473419","4739.18833846421","4014.18594419329","4062.16988757379","4357.00093554628","4722.78778321766","4697.98365238984","4266.69079450924",
"Ghana","GHA","GDP per capita (current US$)","NY.GDP.PCAP.CD","183.449589798303","190.218882959143","195.492397739104","211.064567779218","230.088779524821","265.323688785998","267.748224961421","214.832148179068","200.307093967715","230.287227006016","253.566621870168","269.368235183225","228.859732843471","259.701843708917","296.890023865613","281.40612646801","271.125578261918","306.809965032651","345.834422933824","372.060120787553","402.060707757631","372.077443492073","345.641333225008","337.163348168986","355.666703674849","352.352714371426","435.068187671321","374.470341506465","372.683979564575","365.889682671763","398.637081088931","433.773264764704","409.746389786379","370.419454924392","328.744526865007","379.987984916879","397.135754957028","384.7963283302","407.523237017857","410.334011559612","258.471039929679","269.014984764581","304.564635977066","367.821362113662","417.508066727662","492.54405617264","913.393849309942","1081.16631826269","1217.06443549146","1077.66205832571","1299.34521164062","1549.46271883345","1587.56093185809","2361.09032388366","2012.26424719728","1774.07477092508","1971.95693464599","2074.29073272269","2260.86056729337","2246.62557816432","2205.5290158584",
"Gibraltar","GIB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","354.421365033579","351.909045501736","398.546152799461","394.331142350975","419.809870822721","461.375312462986","489.07160407065","475.426316994835","477.762459236542","508.101516144618","518.365662598199","493.82216135084","456.491484139533","429.719692321206","363.482279266615","336.154020658897","343.602631207699","393.739689850048","407.300975937447","322.415540033465","453.403713310942","659.992930975674","715.096526700444","674.085482596146","672.424930359396","651.136113367998","717.050535937992","769.003166697833","787.238564407157","769.255475432822","732.291511901662","855.575270552124","955.111281136711","1058.14336817356","1194.03786469445",
"Gambia, The","GMB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","106.413224524113","109.453715832487","93.8476904866439","100.101772717037","112.610650962067","116.561199765288","120.143504369715","148.174657143106","183.081764857947","213.306892087546","201.124878510292","239.433109984871","288.055777320372","335.804890876779","378.312989037587","332.680606319744","318.607862075407","304.837435369796","244.373342167364","298.660412324448","234.656286788678","265.491653208935","305.313617683872","310.299337281427","331.817740281771","695.410988509787","695.155371515626","711.726180956623","682.214156931891","696.449584292581","728.669071886674","669.401095968637","678.676178340413","637.939062861631","594.149388499649","505.421636114705","411.771893943142","335.906216950504","642.756218338464","665.720215700547","662.362877179135","780.381050920518","924.509874593614","833.28136036521","860.636433851486","762.763117720034","742.777628631243","700.516042152833","607.429904651813","660.723571244322","690.780493152792","679.75507172296","732.720727318856","772.045914215139","773.002070135524",
