s_ID,cluster,gender,Gender_male,Gender_female,province,Prov_EC,Prov_FS,Prov_GP,Prov_KZN,Prov_LP,Prov_MP,Prov_NW,Prov_NC,Prov_WC,education,educ,Age,industry,Exiters,Industry_mixed,Industry_livestock,Industry_fieldcrops,Industry_horticulture,Industry_forest,turnover,exp,Exiting,Exit_Retire,Exit_Danger,Exit_Finance,gens,loans_prod_dum,loans_lt_dum,loans_st_dum,loans_informal_dum,loans_none_dum,threat_drought_flood,threat_avail_relief,threat_drought_flood_rescale,threat_avail_relief_rescale,goal_lt_estrat_sell,goal_lt_estrat_crime,goal_lt_estrat_money,goal_lt_estrat_sell_rescale,goal_lt_estrat_crime_rescale,goal_lt_estrat_money_rescale,goal_fc,goal_hort,goal_past,goal_nv,goal_ls_int,goal_ls_ext,goal_emp,goal_ent_num,goal_water,goal_proc,goal_lt_prod_down,goal_lt_estrat_sub,goal_st_estrat_sub,adj_size_int_arp,adj_size_ext_ar,adj_num_int_ls,adj_num_ext_ls,adj_num_emp,adj_num_branches,adj_water_store,adj_water_underg,adj_water_run,adj_direct_cost,adj_invest_cost,adj_turnover,adj_interest_rate,const_fin_chal,const_serv_borrow,threat_dep_labour,threat_law_labour,threat_law_tenure,threat_min_wage,threat_land_ref,threat_pred,threat_law_pred,threat_law_enviro,threat_ls_theft,threat_market_access,threat_input_cost,threat_comm_price_down,threat_farm_att,threat_clim_chnge
6529689586,1,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Secondary & Primary & Matric,1,70,Horticulture,0,0,0,0,1,0,10000000,40,0,1,2,1,3,1,0,0,1,0,2,1,1,1,Strongly disagree,Disagree,Strongly disagree,2,1,2,0,1,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,3,4,4,4,3,1,1,1,1,2,4,4,3,3
6503207876,2,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Undergrad,2,74,Mixed,0,1,0,0,0,0,1000000,40,0,2,2,2,6,1,0,1,0,0,5,5,3,3,Disagree,Disagree,Disagree,1,1,1,1,0,1,-1,1,1,-1,-1,1,0,2,2,2,1,1,1,1,0,-1,1,-1,1,1,0,1,-1,3,3,4,4,3,3,3,5,4,4,2,3,4,3,4,4
6499572056,4,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Undergrad,2,47,Livestock,0,0,1,0,0,0,300000,3,0,1,1,1,1,0,0,0,0,1,10,6,5,3,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,1,0,1,0,-1,0,0,0,1,1,1,2,1,1,0,1,0,0,0,1,1,0,1,0,1,0,5,3,4,3,5,3,3,3,3,4,4,1,3,3,4,5
6499182262,4,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Undergrad,2,41,Horticulture,0,0,0,0,1,0,200000000,23,0,1,1,2,N/A,1,1,1,0,0,7,5,4,3,Strongly disagree,Strongly disagree,Disagree,2,2,1,0,1,0,0,0,0,1,0,0,1,2,2,2,0,0,0,0,1,0,0,1,0,1,0,1,0,4,4,4,4,4,4,4,1,1,4,1,5,4,4,4,3
6495812312,4,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Undergrad,2,56,Livestock,0,0,1,0,0,0,2500000,23,0,1,1,1,3,0,1,1,0,0,10,10,5,5,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,0,0,1,0,1,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,5,5,5,5,5,5,5,1,3,3,4,3,2,4
6495420338,2,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Secondary & Primary & Matric,1,55,Mixed,0,1,0,0,0,0,100000000,40,0,1,2,2,2,0,1,1,0,0,7,1,4,1,Strongly disagree,Disagree,Disagree,2,1,1,1,-1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,3,4,2,4,4,2,2,3,2,2,4,3,5,2
6495333138,4,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Undergrad,2,48,Mixed,0,1,0,0,0,0,5000000,23,0,1,1,1,5,1,1,1,0,0,9,10,5,5,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,0,-1,0,0,0,0,-1,0,0,1,2,2,2,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,4,3,4,4,3,5,3,1,1,4,1,1,4,5,5,5
6482648540,1,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Postgrad,3,64,Horticulture,0,0,0,0,1,0,10000000,40,0,3,3,2,5,1,0,1,0,0,8,10,4,5,Undecided,Undecided,Disagree,0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0,1,0,1,1,1,0,2,2,2,5,5,1,2,5,5,5,1,1,2,2,2,4
6481097459,1,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Secondary & Primary & Matric,1,29,Livestock,0,0,1,0,0,0,2500000,10.5,0,1,1,2,4,0,0,0,0,1,7,10,4,5,Strongly disagree,Strongly disagree,Disagree,2,2,1,0,0,1,0,0,0,0,1,0,0,2,2,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,2,1,2,4,4,4,1,4,1,1,1,3,4,3,3,3
6480809453,3,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Undergrad,2,50,Mixed,1,1,0,0,0,0,2.5e+07,23,1,2,3,4,1,1,1,0,0,0,10,10,5,5,Disagree,Undecided,Agree,1,0,-1,1,1,1,-1,0,1,-1,1,0,0,2,2,2,0,0,0,1,0,1,0,1,0,1,0,1,0,5,3,4,5,5,5,4,3,3,4,3,2,5,5,4,5
6480698486,2,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Undergrad,2,71,Mixed,0,1,0,0,0,0,10000000,40,0,1,1,1,N/A,0,0,1,0,0,7,5,4,3,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,0,1,-1,0,-1,0,0,0,1,0,2,0,2,1,-1,0,0,0,0,0,1,0,1,1,1,0,4,1,3,5,3,5,3,1,1,3,1,3,5,3,3,4
6561897330,2,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Secondary & Primary & Matric,1,60,Mixed,0,1,0,0,0,0,1000000,40,0,2,2,3,3,0,0,1,0,0,5,9,3,5,Disagree,Disagree,Undecided,1,1,0,0,0,0,0,1,0,-1,0,0,0,1,2,2,0,0,1,0,-1,0,0,0,-1,1,1,1,0,2,1,5,5,5,5,5,3,1,1,3,1,5,4,4,3
6559769808,2,Male,1,0,Gauteng,0,0,1,0,0,0,0,0,0,Secondary & Primary & Matric,1,57,Livestock,0,0,1,0,0,0,100000000,40,0,1,1,1,1,0,1,1,1,0,5,5,3,3,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,1,0,0,0,1,0,-1,0,0,0,2,2,2,0,0,1,0,1,0,1,1,0,1,0,1,-1,3,4,1,4,4,5,2,3,3,5,5,1,5,1,5,2
6557229036,4,Male,1,0,Eastern Cape,1,0,0,0,0,0,0,0,0,Secondary & Primary & Matric,1,51,Livestock,0,0,1,0,0,0,5000000,23,0,1,1,3,2,0,0,0,0,1,10,10,5,5,Strongly disagree,Strongly disagree,Undecided,2,2,0,-1,0,1,0,0,0,0,0,1,0,2,2,2,0,0,-1,0,0,0,1,0,0,1,0,-1,1,3,3,5,5,5,5,5,5,5,3,5,2,4,5,5,5
6555126159,4,Male,1,0,Northern Cape,0,0,0,0,0,0,0,1,0,Undergrad,2,47,Horticulture,0,0,0,0,1,0,100000000,10.5,0,2,3,2,N/A,0,0,0,0,0,10,10,5,5,Disagree,Undecided,Disagree,1,0,1,0,1,0,0,0,0,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,0,1,1,1,-1,3,5,2,2,2,4,4,1,1,2,1,5,5,5,5,4
6553189148,2,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Undergrad,2,54,Livestock,0,0,1,0,0,0,10000000,40,0,1,2,1,3,1,1,1,0,0,3,3,2,2,Strongly disagree,Disagree,Strongly disagree,2,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,5,5,2,5,2,2,4,4,1,5,2,5,3
6553178490,3,Male,1,0,North West,0,0,0,0,0,0,1,0,0,Undergrad,2,55,Livestock,0,0,1,0,0,0,10000000,40,0,3,3,3,N/A,1,0,0,0,0,6,3,3,2,Undecided,Undecided,Undecided,0,0,0,-1,0,1,0,1,1,-1,-1,0,1,-1,-1,-1,1,-1,0,1,-1,-1,0,0,0,-1,-1,1,0,4,4,4,4,5,3,5,2,1,1,5,2,5,5,4,4
6552967776,3,Male,1,0,Eastern Cape,1,0,0,0,0,0,0,0,0,Undergrad,2,49,Livestock,0,0,1,0,0,0,100000000,23,0,2,3,3,3,0,0,0,0,0,9,8,5,4,Disagree,Undecided,Undecided,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,-1,4,4,4,4,5,3,5,4,3,4,5,4,5,5,5,5
6551646812,4,Male,1,0,Eastern Cape,1,0,0,0,0,0,0,0,0,Undergrad,2,46,Livestock,0,0,1,0,0,0,2.5e+07,10.5,0,1,3,3,3,0,1,0,0,0,8,10,4,5,Strongly disagree,Undecided,Undecided,2,0,0,0,0,0,0,1,0,-1,0,1,0,2,2,2,1,0,1,0,1,0,0,0,0,1,1,1,-1,3,3,4,4,4,4,5,1,1,3,2,5,4,5,5,4
6549297876,4,Male,1,0,Eastern Cape,1,0,0,0,0,0,0,0,0,Undergrad,2,62,Livestock,0,0,1,0,0,0,5000000,40,0,1,3,2,5,1,1,1,0,0,7,9,4,5,Strongly disagree,Undecided,Disagree,2,0,1,1,0,1,1,1,1,0,0,1,1,2,2,2,1,1,1,1,0,0,0,0,1,1,1,1,-1,5,4,4,5,5,4,5,3,4,4,3,5,5,5,5,4
6548939296,2,Male,1,0,Limpopo,0,0,0,0,1,0,0,0,0,Undergrad,2,51,Horticulture,0,0,0,0,1,0,10000000,23,0,1,1,1,3,0,1,1,0,0,8,8,4,4,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,1,1,0,-1,0,1,1,1,1,0,2,2,2,1,0,0,1,-1,1,1,1,0,1,1,1,0,2,1,4,4,5,3,4,2,2,3,4,2,4,1,5,4
6548513422,4,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Undergrad,2,50,Mixed,0,1,0,0,0,0,5000000,23,0,2,2,3,5,0,1,1,0,0,10,10,5,5,Disagree,Disagree,Undecided,1,1,0,1,0,0,0,1,0,-1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,4,3,5,4,5,5,3,3,3,5,2,3,5,5,5,5
6548399848,2,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Undergrad,2,64,Livestock,0,0,1,0,0,0,10000000,40,0,1,1,1,6,1,0,0,0,0,10,1,5,1,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,1,5,5,5,4,5,2,3,5,5,3
6548267026,4,Male,1,0,Free State,0,1,0,0,0,0,0,0,0,Secondary & Primary & Matric,1,60,Livestock,0,0,1,0,0,0,2.5e+07,40,0,1,1,1,N/A,1,0,0,0,0,8,8,4,4,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,1,0,0,0,1,0,-1,-1,0,0,2,2,2,0,0,1,0,0,0,0,0,0,1,0,-1,0,4,4,2,4,2,2,4,1,1,1,4,1,4,5,5,5
6546382201,1,Male,1,0,Eastern Cape,1,0,0,0,0,0,0,0,0,Undergrad,2,64,Horticulture,0,0,0,0,1,0,10000000,40,0,1,1,1,6,1,1,1,0,0,9,9,5,5,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,0,1,0,0,0,0,-1,0,0,0,1,2,2,0,0,0,0,-1,0,0,0,0,0,0,-1,0,4,1,3,3,3,5,2,1,1,3,1,1,4,2,1,2
6546270918,1,Male,1,0,Eastern Cape,1,0,0,0,0,0,0,0,0,Postgrad,3,47,Livestock,0,0,1,0,0,0,200000000,10.5,0,1,1,1,2,0,1,0,0,0,8,5,4,3,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,1,0,1,0,1,0,1,1,1,0,2,1,2,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,4,4,3,4,3,1,1,3,2,3,4,3,1,4
6546266533,2,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Undergrad,2,63,Mixed,0,1,0,0,0,0,2.5e+07,23,0,2,2,2,3,1,1,1,0,0,9,9,5,5,Disagree,Disagree,Disagree,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,5,3,4,1,1,1,5,1,4,1,4,4
6545735095,4,Male,1,0,Limpopo,0,0,0,0,1,0,0,0,0,Undergrad,2,56,Horticulture,0,0,0,0,1,0,5000000,23,0,1,2,2,3,1,0,0,0,0,8,5,4,3,Strongly disagree,Disagree,Disagree,2,1,1,0,1,0,0,0,0,-1,1,0,0,1,2,2,1,-1,0,0,0,0,0,0,0,1,1,-1,-1,4,2,3,4,4,4,4,1,1,3,1,1,4,4,4,5
6545372925,4,Male,1,0,Limpopo,0,0,0,0,1,0,0,0,0,Undergrad,2,57,Horticulture,0,0,0,0,1,0,2.5e+07,10.5,0,1,1,1,1,0,1,0,0,0,9,9,5,5,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,1,1,0,0,0,0,0,0,1,1,2,2,2,1,-1,0,0,1,0,0,0,0,1,0,1,0,3,1,4,4,5,5,5,2,1,4,1,4,4,5,4,4
6542031294,2,Male,1,0,Eastern Cape,1,0,0,0,0,0,0,0,0,Undergrad,2,69,Horticulture,0,0,0,0,1,0,2.5e+07,40,0,2,2,2,3,1,1,1,0,0,9,9,5,5,Disagree,Disagree,Disagree,1,1,1,1,1,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,0,0,-1,0,0,0,1,1,1,0,2,2,5,5,4,4,2,1,1,4,1,3,5,4,4,5
6541844050,1,Male,1,0,Limpopo,0,0,0,0,1,0,0,0,0,Postgrad,3,63,Horticulture,0,0,0,0,1,0,2.5e+07,23,0,1,3,3,1,1,1,1,0,0,5,1,3,1,Strongly disagree,Undecided,Undecided,2,0,0,1,1,0,0,0,0,1,1,1,1,2,2,2,1,0,0,0,1,1,1,1,0,1,1,1,0,3,3,1,5,1,1,3,1,1,5,1,1,5,3,5,5
6541822465,1,Male,1,0,Limpopo,0,0,0,0,1,0,0,0,0,Undergrad,2,41,Horticulture,0,0,0,0,1,0,10000000,23,0,1,1,2,N/A,0,1,1,0,0,3,5,2,3,Strongly disagree,Strongly disagree,Disagree,2,2,1,1,1,0,0,0,0,-1,1,0,1,1,2,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,3,5,4,3,3,2,3,3,3,1,2,4,3,4,4
6541744926,4,Male,1,0,Limpopo,0,0,0,0,1,0,0,0,0,Secondary & Primary & Matric,1,46,Horticulture,0,0,0,0,1,0,5000000,23,0,2,1,2,1,0,0,1,0,0,10,8,5,4,Disagree,Strongly disagree,Disagree,1,2,1,1,0,0,0,0,0,-1,0,1,1,2,1,2,1,1,0,0,1,1,1,0,1,1,1,0,-1,5,3,4,5,4,5,5,1,1,3,1,3,4,1,4,4
6540872736,4,Male,1,0,Limpopo,0,0,0,0,1,0,0,0,0,Undergrad,2,38,Horticulture,0,0,0,0,1,0,100000000,10.5,0,1,2,2,3,0,1,1,0,0,4,3,2,2,Strongly disagree,Disagree,Disagree,2,1,1,0,1,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,-1,0,0,0,0,1,0,1,0,5,4,2,3,5,5,4,1,1,2,1,3,4,2,5,5
6540668503,4,Male,1,0,KwaZulu-Natal,0,0,0,1,0,0,0,0,0,Undergrad,2,40,Mixed,0,1,0,0,0,0,200000000,23,0,2,2,2,4,1,1,1,1,0,7,7,4,4,Disagree,Disagree,Disagree,1,1,1,1,1,0,0,0,1,-1,0,1,1,2,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,5,5,3,5,5,5,3,2,1,3,4,4,5,5,5,4
6540599453,4,Male,1,0,Limpopo,0,0,0,0,1,0,0,0,0,Undergrad,2,54,Mixed,0,1,0,0,0,0,10000000,40,0,1,3,1,2,0,1,1,0,0,7,10,4,5,Strongly disagree,Undecided,Strongly disagree,2,0,2,1,1,0,0,0,0,1,1,1,0,2,2,2,1,0,0,0,-1,-1,0,0,0,0,1,1,1,5,5,2,4,3,2,5,3,1,4,5,1,1,1,5,4
6540573912,3,Male,1,0,Mpumalanga,0,0,0,0,0,1,0,0,0,Undergrad,2,34,Horticulture,1,0,0,0,1,0,10000000,10.5,1,4,4,2,2,0,1,1,0,0,9,9,5,5,Agree,Agree,Disagree,-1,-1,1,0,1,0,0,0,0,-1,1,1,1,1,-1,-1,1,0,0,0,-1,0,0,0,0,1,1,1,-1,5,5,4,5,3,4,5,1,1,4,1,5,4,3,5,5
6540327262,4,Male,1,0,Mpumalanga,0,0,0,0,0,1,0,0,0,Undergrad,2,68,Mixed,0,1,0,0,0,0,1000000,3,0,2,2,2,1,0,0,0,0,1,5,3,3,2,Disagree,Disagree,Disagree,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,-1,0,0,0,3,4,4,4,4,4,4,2,2,3,1,4,4,4,4,4
6540244327,4,Male,1,0,Mpumalanga,0,0,0,0,0,1,0,0,0,Undergrad,2,56,Mixed,0,1,0,0,0,0,10000000,23,0,1,1,1,1,0,1,1,0,0,10,5,5,3,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,1,1,0,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,1,0,1,0,3,5,5,5,5,5,5,3,3,3,1,5,5,5,5,5
6540232676,2,Male,1,0,Limpopo,0,0,0,0,1,0,0,0,0,Undergrad,2,52,Horticulture,0,0,0,0,1,0,10000000,23,0,1,1,1,2,0,0,1,0,0,8,8,4,4,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,0,1,0,-1,0,0,-1,-1,1,0,2,2,2,1,-1,0,0,-1,-1,0,0,0,1,1,1,-1,2,1,4,5,5,4,5,1,1,4,1,5,5,5,5,5
6540125078,1,Male,1,0,Limpopo,0,0,0,0,1,0,0,0,0,Undergrad,2,54,Horticulture,0,0,0,0,1,0,200000000,10.5,0,1,1,1,1,0,1,1,0,0,3,1,2,1,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,1,0,0,0,0,0,1,1,1,1,2,2,2,1,1,0,0,1,1,1,1,-1,1,0,1,1,3,4,5,4,4,4,3,1,1,1,1,4,5,5,1,5
6539983892,4,Male,1,0,Mpumalanga,0,0,0,0,0,1,0,0,0,Undergrad,2,37,Horticulture,0,0,0,0,1,0,2.5e+07,10.5,0,1,1,1,1,0,1,1,0,0,1,1,1,1,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,1,1,0,0,0,0,1,1,1,1,2,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,4,5,4,4,4,4,4,1,1,1,1,1,5,1,5,5
6538050270,1,Female,0,1,Western Cape,0,0,0,0,0,0,0,0,1,Undergrad,2,53,Mixed,0,1,0,0,0,0,100000000,23,0,1,1,1,4,1,0,1,0,1,9,2,5,1,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,0,1,0,0,0,0,0,0,0,1,2,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,3,1,1,1,1,1,4,5,4,2,1,5
6537669572,1,Male,1,0,Eastern Cape,1,0,0,0,0,0,0,0,0,Undergrad,2,53,Mixed,0,1,0,0,0,0,100000000,23,0,1,1,1,5,0,1,1,0,0,8,3,4,2,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,1,1,0,0,1,0,1,1,1,1,2,2,2,1,0,0,1,1,1,0,0,1,1,1,1,0,2,1,3,4,3,3,2,2,2,2,2,4,4,2,2,2
6537621460,2,Male,1,0,Limpopo,0,0,0,0,1,0,0,0,0,Undergrad,2,36,Mixed,0,1,0,0,0,0,100000000,10.5,0,1,2,1,2,0,1,1,0,0,6,7,3,4,Strongly disagree,Disagree,Strongly disagree,2,1,2,1,1,0,1,0,0,1,1,1,1,2,2,2,0,0,-1,1,1,1,1,1,1,1,1,1,0,2,1,2,4,4,4,5,2,1,3,4,2,4,3,5,4
6536352368,2,Female,0,1,Limpopo,0,0,0,0,1,0,0,0,0,Postgrad,3,50,Mixed,0,1,0,0,0,0,100000000,23,0,1,1,1,1,1,1,1,0,0,3,2,2,1,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,0,1,0,0,0,0,1,1,1,1,2,2,2,1,0,0,0,1,0,1,1,1,1,1,1,0,3,4,2,3,4,2,4,5,5,5,4,2,3,3,5,4
6535895321,1,Male,1,0,Limpopo,0,0,0,0,1,0,0,0,0,Postgrad,3,42,Mixed,0,1,0,0,0,0,200000000,10.5,0,1,1,1,2,0,1,1,0,0,7,3,4,2,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,0,1,0,0,0,0,1,1,1,1,2,2,2,1,1,0,0,1,1,1,1,0,1,1,1,-1,3,1,2,2,2,1,3,1,1,1,1,3,4,2,2,3
6535826607,4,Male,1,0,Eastern Cape,1,0,0,0,0,0,0,0,0,Undergrad,2,49,Horticulture,0,0,0,0,1,0,100000000,23,0,1,1,1,N/A,1,1,0,0,0,10,7,5,4,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,1,1,0,0,0,0,0,1,0,1,2,2,2,1,1,0,0,1,0,1,0,0,1,1,1,0,5,5,4,5,5,5,5,1,1,5,1,5,5,5,5,5
6894301445,1,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Postgrad,3,54,Horticulture,0,0,0,0,1,0,300000,3,0,1,1,1,1,0,0,0,0,1,8,8,4,4,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,0,0,0,0,0,0,0,1,1,1,2,2,2,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,4,4,4,4,4,4,4,4,4,4,4,2,1,3
6894293383,4,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Undergrad,2,27,Horticulture,0,0,0,0,1,0,2500000,3,0,1,2,2,N/A,0,1,0,0,0,8,5,4,3,Strongly disagree,Disagree,Disagree,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,-1,3,3,4,4,1,3,3,1,1,3,4,2,5,4,4,3
6893809254,1,Male,1,0,KwaZulu-Natal,0,0,0,1,0,0,0,0,0,Secondary & Primary & Matric,1,51,Mixed,0,1,0,0,0,0,300000,3,0,1,1,1,N/A,0,0,0,1,0,10,5,5,3,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,1,3,3,4,3,3,5,3,5,3,2,5
6893795689,2,Male,1,0,Limpopo,0,0,0,0,1,0,0,0,0,Secondary & Primary & Matric,1,49,Horticulture,1,0,0,0,1,0,2.5e+07,23,1,2,2,4,3,0,0,0,0,1,8,5,4,3,Disagree,Disagree,Agree,1,1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,1,0,1,0,0,-1,0,0,0,0,1,1,1,0,3,1,3,4,3,4,5,3,3,4,4,3,4,3,4,4
6893757737,1,Male,1,0,Mpumalanga,0,0,0,0,0,1,0,0,0,Secondary & Primary & Matric,1,49,Mixed,0,1,0,0,0,0,100000000,23,0,1,1,1,1,0,0,0,0,0,3,2,2,1,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,0,1,1,1,1,0,1,1,1,1,2,1,2,1,-1,0,1,0,1,0,0,1,1,1,1,-1,1,1,1,3,2,1,5,1,1,2,3,1,2,1,5,3
6891529846,4,Male,1,0,Northern Cape,0,0,0,0,0,0,0,1,0,Undergrad,2,50,Horticulture,0,0,0,0,1,0,5000000,23,0,1,1,1,3,1,0,0,0,0,9,9,5,5,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,0,1,0,0,0,0,1,0,1,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,1,-1,5,3,5,4,4,4,5,3,3,3,3,4,4,4,4,4
6891324759,1,Male,1,0,Mpumalanga,0,0,0,0,0,1,0,0,0,Secondary & Primary & Matric,1,58,Mixed,0,1,0,0,0,0,200000000,23,0,2,2,2,1,0,0,0,0,1,2,5,1,3,Disagree,Disagree,Disagree,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,2,5,3,1,1,1,1,1,1,1,2,5,4,1
6890775462,1,Male,1,0,Mpumalanga,0,0,0,0,0,1,0,0,0,Undergrad,2,50,Mixed,0,1,0,0,0,0,2.5e+07,23,0,2,2,2,4,0,1,1,1,0,8,5,4,3,Disagree,Disagree,Disagree,1,1,1,1,1,1,-1,0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,4,1,3,1,3,1,4,1,1,1,2,1,3,4,3,4
6890761185,2,Male,1,0,KwaZulu-Natal,0,0,0,1,0,0,0,0,0,Undergrad,2,39,Mixed,0,1,0,0,0,0,2.5e+07,23,0,2,3,2,3,1,1,1,0,0,6,8,3,4,Disagree,Undecided,Disagree,1,0,1,0,0,1,-1,0,1,-1,1,0,1,2,2,2,1,-1,1,0,-1,0,0,0,1,1,1,1,1,4,1,2,5,5,5,5,1,1,4,4,1,4,4,5,3
6889011377,1,Male,1,0,KwaZulu-Natal,0,0,0,1,0,0,0,0,0,Postgrad,3,33,Mixed,0,1,0,0,0,0,200000000,3,0,2,3,1,N/A,0,1,0,0,0,7,1,4,1,Disagree,Undecided,Strongly disagree,1,0,2,1,0,1,-1,1,0,-1,1,0,1,1,1,1,1,-1,1,0,1,0,1,0,0,1,1,1,-1,1,1,4,5,1,1,4,1,1,4,1,1,3,3,4,3
6889006093,2,Male,1,0,KwaZulu-Natal,0,0,0,1,0,0,0,0,0,Secondary & Primary & Matric,1,52,Mixed,0,1,0,0,0,0,10000000,23,0,1,1,1,2,0,1,1,0,0,5,10,3,5,Strongly disagree,Strongly disagree,Strongly disagree,2,2,2,0,0,1,0,0,1,0,0,1,0,2,2,2,0,1,0,1,1,0,1,0,0,1,1,1,1,2,1,3,4,5,4,5,1,3,3,5,3,5,4,5,5
6888999159,3,Male,1,0,KwaZulu-Natal,0,0,0,1,0,0,0,0,0,Undergrad,2,53,Mixed,1,1,0,0,0,0,2.5e+07,40,1,2,4,2,1,1,1,1,0,0,5,2,3,1,Disagree,Agree,Disagree,1,-1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,-1,5,4,5,3,5,1,5,1,1,2,3,4,5,5,1,4
6888734400,2,Male,1,0,Western Cape,0,0,0,0,0,0,0,0,1,Undergrad,2,79,Livestock,0,0,1,0,0,0,1000000,40,0,1,2,3,4,0,0,0,0,1,10,1,5,1,Strongly disagree,Disagree,Undecided,2,1,0,-1,-1,-1,1,1,-1,0,0,0,0,2,2,2,1,-1,0,0,0,0,0,0,0,0,1,1,0,1,1,5,5,5,5,5,2,1,2,2,1,5,1,3,5
